Causas (lista reducida);Sexo;Edad;Total
039 Tumores benignos;Mujeres;De 1 a 4 años;0
039 Tumores benignos;Mujeres;De 5 a 9 años;0
039 Tumores benignos;Mujeres;De 10 a 14 años;0
039 Tumores benignos;Mujeres;De 15 a 19 años;0
039 Tumores benignos;Mujeres;De 20 a 24 años;1
039 Tumores benignos;Mujeres;De 25 a 29 años;0
039 Tumores benignos;Mujeres;De 30 a 34 años;0
039 Tumores benignos;Mujeres;De 35 a 39 años;2
039 Tumores benignos;Mujeres;De 40 a 44 años;1
039 Tumores benignos;Mujeres;De 45 a 49 años;7
039 Tumores benignos;Mujeres;De 50 a 54 años;8
039 Tumores benignos;Mujeres;De 55 a 59 años;7
039 Tumores benignos;Mujeres;De 60 a 64 años;17
039 Tumores benignos;Mujeres;De 65 a 69 años;17
039 Tumores benignos;Mujeres;De 70 a 74 años;35
039 Tumores benignos;Mujeres;De 75 a 79 años;42
039 Tumores benignos;Mujeres;De 80 a 84 años;60
039 Tumores benignos;Mujeres;De 85 a 89 años;82
039 Tumores benignos;Mujeres;De 90 a 94 años;34
039 Tumores benignos;Mujeres;De 95 años y más;13
040 Síndrome mielodisplásico;Ambos sexos;Todas las edades;1.173
040 Síndrome mielodisplásico;Ambos sexos;Menores de 1 año;0
040 Síndrome mielodisplásico;Ambos sexos;De 1 a 4 años;0
040 Síndrome mielodisplásico;Ambos sexos;De 5 a 9 años;0
040 Síndrome mielodisplásico;Ambos sexos;De 10 a 14 años;1
040 Síndrome mielodisplásico;Ambos sexos;De 15 a 19 años;1
040 Síndrome mielodisplásico;Ambos sexos;De 20 a 24 años;1
040 Síndrome mielodisplásico;Ambos sexos;De 25 a 29 años;0
040 Síndrome mielodisplásico;Ambos sexos;De 30 a 34 años;2
040 Síndrome mielodisplásico;Ambos sexos;De 35 a 39 años;1
040 Síndrome mielodisplásico;Ambos sexos;De 40 a 44 años;3
040 Síndrome mielodisplásico;Ambos sexos;De 45 a 49 años;4
040 Síndrome mielodisplásico;Ambos sexos;De 50 a 54 años;6
040 Síndrome mielodisplásico;Ambos sexos;De 55 a 59 años;13
040 Síndrome mielodisplásico;Ambos sexos;De 60 a 64 años;33
040 Síndrome mielodisplásico;Ambos sexos;De 65 a 69 años;42
040 Síndrome mielodisplásico;Ambos sexos;De 70 a 74 años;80
040 Síndrome mielodisplásico;Ambos sexos;De 75 a 79 años;159
040 Síndrome mielodisplásico;Ambos sexos;De 80 a 84 años;247
040 Síndrome mielodisplásico;Ambos sexos;De 85 a 89 años;313
040 Síndrome mielodisplásico;Ambos sexos;De 90 a 94 años;218
040 Síndrome mielodisplásico;Ambos sexos;De 95 años y más;49
040 Síndrome mielodisplásico;Hombres;Todas las edades;702
040 Síndrome mielodisplásico;Hombres;Menores de 1 año;0
040 Síndrome mielodisplásico;Hombres;De 1 a 4 años;0
040 Síndrome mielodisplásico;Hombres;De 5 a 9 años;0
040 Síndrome mielodisplásico;Hombres;De 10 a 14 años;1
040 Síndrome mielodisplásico;Hombres;De 15 a 19 años;0
040 Síndrome mielodisplásico;Hombres;De 20 a 24 años;0
040 Síndrome mielodisplásico;Hombres;De 25 a 29 años;0
040 Síndrome mielodisplásico;Hombres;De 30 a 34 años;0
040 Síndrome mielodisplásico;Hombres;De 35 a 39 años;1
040 Síndrome mielodisplásico;Hombres;De 40 a 44 años;0
040 Síndrome mielodisplásico;Hombres;De 45 a 49 años;4
040 Síndrome mielodisplásico;Hombres;De 50 a 54 años;6
040 Síndrome mielodisplásico;Hombres;De 55 a 59 años;10
040 Síndrome mielodisplásico;Hombres;De 60 a 64 años;26
040 Síndrome mielodisplásico;Hombres;De 65 a 69 años;30
040 Síndrome mielodisplásico;Hombres;De 70 a 74 años;57
040 Síndrome mielodisplásico;Hombres;De 75 a 79 años;113
040 Síndrome mielodisplásico;Hombres;De 80 a 84 años;163
040 Síndrome mielodisplásico;Hombres;De 85 a 89 años;176
040 Síndrome mielodisplásico;Hombres;De 90 a 94 años;97
040 Síndrome mielodisplásico;Hombres;De 95 años y más;18
040 Síndrome mielodisplásico;Mujeres;Todas las edades;471
040 Síndrome mielodisplásico;Mujeres;Menores de 1 año;0
040 Síndrome mielodisplásico;Mujeres;De 1 a 4 años;0
040 Síndrome mielodisplásico;Mujeres;De 5 a 9 años;0
040 Síndrome mielodisplásico;Mujeres;De 10 a 14 años;0
040 Síndrome mielodisplásico;Mujeres;De 15 a 19 años;1
040 Síndrome mielodisplásico;Mujeres;De 20 a 24 años;1
040 Síndrome mielodisplásico;Mujeres;De 25 a 29 años;0
040 Síndrome mielodisplásico;Mujeres;De 30 a 34 años;2
040 Síndrome mielodisplásico;Mujeres;De 35 a 39 años;0
040 Síndrome mielodisplásico;Mujeres;De 40 a 44 años;3
040 Síndrome mielodisplásico;Mujeres;De 45 a 49 años;0
040 Síndrome mielodisplásico;Mujeres;De 50 a 54 años;0
040 Síndrome mielodisplásico;Mujeres;De 55 a 59 años;3
040 Síndrome mielodisplásico;Mujeres;De 60 a 64 años;7
040 Síndrome mielodisplásico;Mujeres;De 65 a 69 años;12
040 Síndrome mielodisplásico;Mujeres;De 70 a 74 años;23
040 Síndrome mielodisplásico;Mujeres;De 75 a 79 años;46
040 Síndrome mielodisplásico;Mujeres;De 80 a 84 años;84
040 Síndrome mielodisplásico;Mujeres;De 85 a 89 años;137
040 Síndrome mielodisplásico;Mujeres;De 90 a 94 años;121
040 Síndrome mielodisplásico;Mujeres;De 95 años y más;31
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;Todas las edades;2.429
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;Menores de 1 año;2
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 1 a 4 años;3
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 5 a 9 años;4
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 10 a 14 años;3
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 15 a 19 años;5
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 20 a 24 años;1
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 25 a 29 años;5
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 30 a 34 años;7
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 35 a 39 años;7
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 40 a 44 años;26
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 45 a 49 años;30
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 50 a 54 años;56
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 55 a 59 años;81
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 60 a 64 años;114
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 65 a 69 años;137
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 70 a 74 años;208
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 75 a 79 años;317
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 80 a 84 años;387
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 85 a 89 años;522
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 90 a 94 años;379
041 Otros tumores de comportamiento incierto o desconocido;Ambos sexos;De 95 años y más;135
041 Otros tumores de comportamiento incierto o desconocido;Hombres;Todas las edades;1.293
041 Otros tumores de comportamiento incierto o desconocido;Hombres;Menores de 1 año;2
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 1 a 4 años;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 5 a 9 años;2
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 10 a 14 años;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 15 a 19 años;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 20 a 24 años;1
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 25 a 29 años;4
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 30 a 34 años;5
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 35 a 39 años;4
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 40 a 44 años;18
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 45 a 49 años;18
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 50 a 54 años;37
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 55 a 59 años;49
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 60 a 64 años;70
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 65 a 69 años;81
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 70 a 74 años;141
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 75 a 79 años;191
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 80 a 84 años;206
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 85 a 89 años;269
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 90 a 94 años;149
041 Otros tumores de comportamiento incierto o desconocido;Hombres;De 95 años y más;43
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;Todas las edades;1.136
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;Menores de 1 año;0
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 1 a 4 años;2
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 5 a 9 años;2
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 10 a 14 años;2
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 15 a 19 años;4
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 20 a 24 años;0
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 25 a 29 años;1
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 30 a 34 años;2
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 35 a 39 años;3
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 40 a 44 años;8
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 45 a 49 años;12
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 50 a 54 años;19
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 55 a 59 años;32
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 60 a 64 años;44
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 65 a 69 años;56
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 70 a 74 años;67
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 75 a 79 años;126
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 80 a 84 años;181
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 85 a 89 años;253
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 90 a 94 años;230
041 Otros tumores de comportamiento incierto o desconocido;Mujeres;De 95 años y más;92
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;Todas las edades;2.062
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;Menores de 1 año;5
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 1 a 4 años;2
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 5 a 9 años;2
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 10 a 14 años;3
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 15 a 19 años;2
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 20 a 24 años;4
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 25 a 29 años;3
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 30 a 34 años;8
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 35 a 39 años;12
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 40 a 44 años;15
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 45 a 49 años;17
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 50 a 54 años;34
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 55 a 59 años;39
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 60 a 64 años;60
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 65 a 69 años;88
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 70 a 74 años;105
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 75 a 79 años;184
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 80 a 84 años;257
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 85 a 89 años;475
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 90 a 94 años;457
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;De 95 años y más;290
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;Todas las edades;875
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;Menores de 1 año;4
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 1 a 4 años;0
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 5 a 9 años;0
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 10 a 14 años;3
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 15 a 19 años;1
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 20 a 24 años;3
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 25 a 29 años;2
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 30 a 34 años;5
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 35 a 39 años;8
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 40 a 44 años;9
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 45 a 49 años;6
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 50 a 54 años;21
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 55 a 59 años;19
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 60 a 64 años;36
